marker_id	chr	pos_bp	pos_cM
m01_000739	chr01	8727954	8.727954
m01_000740	chr01	8734315	8.734315
m01_000741	chr01	8738058	8.738058
m01_000742	chr01	8754440	8.75444
m01_000743	chr01	8767076	8.767076
m01_000744	chr01	8774602	8.774602
m01_000745	chr01	8782387	8.782387
m01_000746	chr01	8787567	8.787567
m01_000747	chr01	8790342	8.790342
m01_000748	chr01	8794223	8.794223
m01_000749	chr01	8798286	8.798286
m01_000750	chr01	8835318	8.835318
m01_000751	chr01	8836387	8.836387
m01_000752	chr01	8836547	8.836547
m01_000753	chr01	8837449	8.837449
m01_000754	chr01	8860234	8.860234
m01_000755	chr01	8901217	8.901217
m01_000756	chr01	8905867	8.905867
m01_000757	chr01	8911894	8.911894
m01_000758	chr01	8919235	8.919235
m01_000759	chr01	8924562	8.924562
m01_000760	chr01	8934066	8.934066
m01_000761	chr01	8936893	8.936893
m01_000762	chr01	8945321	8.945321
m01_000763	chr01	8948681	8.948681
m01_000764	chr01	8952488	8.952488
m01_000765	chr01	8954474	8.954474
m01_000766	chr01	8958554	8.958554
m01_000767	chr01	8970353	8.970353
m01_000768	chr01	8976233	8.976233
m01_000769	chr01	8989229	8.989229
m01_000770	chr01	8998250	8.99825
m01_000771	chr01	9008596	9.008596
m01_000772	chr01	9011414	9.011414
m01_000773	chr01	9011919	9.011919
m01_000774	chr01	9028089	9.028089
m01_000775	chr01	9033851	9.033851
m01_000776	chr01	9048598	9.048598
m01_000777	chr01	9053835	9.053835
m01_000778	chr01	9060916	9.060916
m01_000779	chr01	9068979	9.068979
m01_000780	chr01	9083275	9.083275
m01_000781	chr01	9086472	9.086472
m01_000782	chr01	9106719	9.106719
m01_000783	chr01	9119101	9.119101
m01_000784	chr01	9122592	9.122592
m01_000785	chr01	9150080	9.15008
m01_000786	chr01	9152344	9.152344
m01_000787	chr01	9154273	9.154273
m01_000788	chr01	9171737	9.171737
m01_000789	chr01	9174321	9.174321
m01_000790	chr01	9190761	9.190761
m01_000791	chr01	9201553	9.201553
m01_000792	chr01	9201916	9.201916
m01_000793	chr01	9202457	9.202457
m01_000794	chr01	9231908	9.231908
m01_000795	chr01	9243805	9.243805
m01_000796	chr01	9261611	9.261611
m01_000797	chr01	9263287	9.263287
m01_000798	chr01	9265948	9.265948
m01_000799	chr01	9269897	9.269897
m01_000800	chr01	9281117	9.281117
m01_000801	chr01	9352776	9.352776
m01_000802	chr01	9355232	9.355232
m01_000803	chr01	9372490	9.37249
m01_000804	chr01	9398059	9.398059
m01_000805	chr01	9400430	9.40043
m01_000806	chr01	9418854	9.418854
m01_000807	chr01	9432211	9.432211
m01_000808	chr01	9432659	9.432659
m01_000809	chr01	9447853	9.447853
m01_000810	chr01	9448184	9.448184
m01_000811	chr01	9449151	9.449151
m01_000812	chr01	9451032	9.451032
m01_000813	chr01	9476425	9.476425
m01_000814	chr01	9480054	9.480054
m01_000815	chr01	9481527	9.481527
m01_000816	chr01	9483925	9.483925
m01_000817	chr01	9492151	9.492151
m01_000818	chr01	9507731	9.507731
m01_000819	chr01	9520105	9.520105
m01_000820	chr01	9520210	9.52021
m01_000821	chr01	9554428	9.554428
m01_000822	chr01	9557107	9.557107
m01_000823	chr01	9568507	9.568507
m01_000824	chr01	9570986	9.570986
m01_000825	chr01	9643261	9.643261
m01_000826	chr01	9651180	9.65118
m01_000827	chr01	9654785	9.654785
m01_000828	chr01	9677939	9.677939
m01_000829	chr01	9681944	9.681944
m01_000830	chr01	9682624	9.682624
m01_000831	chr01	9683741	9.683741
m01_000832	chr01	9687636	9.687636
m01_000833	chr01	9692285	9.692285
m01_000834	chr01	9697216	9.697216
m01_000835	chr01	9700607	9.700607
m01_000836	chr01	9706445	9.706445
m01_000837	chr01	9719278	9.719278
m01_000838	chr01	9764985	9.764985
m01_000839	chr01	9785974	9.785974
m01_000840	chr01	9801519	9.801519
m01_000841	chr01	9801549	9.801549
m01_000842	chr01	9837202	9.837202
m01_000843	chr01	9839310	9.83931
m01_000844	chr01	9851288	9.851288
m01_000845	chr01	9851800	9.8518
m01_000846	chr01	9879069	9.879069
m01_000847	chr01	9912818	9.912818
m01_000848	chr01	9930369	9.930369
m01_000849	chr01	9937573	9.937573
m01_000850	chr01	9990450	9.99045
m01_000851	chr01	9992695	9.992695
m01_000852	chr01	10002449	10.002449
m01_000853	chr01	10013593	10.013593
m01_000854	chr01	10022901	10.022901
m01_000855	chr01	10028782	10.028782
m01_000856	chr01	10053151	10.053151
m01_000857	chr01	10079475	10.079475
m01_000858	chr01	10080994	10.080994
m01_000859	chr01	10081728	10.081728
m01_000860	chr01	10094640	10.09464
m01_000861	chr01	10118702	10.118702
m01_000862	chr01	10137397	10.137397
m01_000863	chr01	10148396	10.148396
m01_000864	chr01	10148761	10.148761
m01_000865	chr01	10150662	10.150662
m01_000866	chr01	10154958	10.154958
m01_000867	chr01	10184307	10.184307
m01_000868	chr01	10185477	10.185477
m01_000869	chr01	10231139	10.231139
m01_000870	chr01	10244872	10.244872
m01_000871	chr01	10245807	10.245807
m01_000872	chr01	10270601	10.270601
m01_000873	chr01	10277626	10.277626
m01_000874	chr01	10289220	10.28922
m01_000875	chr01	10290513	10.290513
m01_000876	chr01	10301364	10.301364
m01_000877	chr01	10303231	10.303231
m01_000878	chr01	10306195	10.306195
m01_000879	chr01	10322349	10.322349
m01_000880	chr01	10352643	10.352643
m01_000881	chr01	10370420	10.37042
m01_000882	chr01	10384304	10.384304
m01_000883	chr01	10445176	10.445176
m01_000884	chr01	10452759	10.452759
m01_000885	chr01	10483776	10.483776
m01_000886	chr01	10492007	10.492007
m01_000887	chr01	10497022	10.497022
m01_000888	chr01	10497312	10.497312
m01_000889	chr01	10499939	10.499939
m01_000890	chr01	10504289	10.504289
m01_000891	chr01	10517870	10.51787
m01_000892	chr01	10537660	10.53766
m01_000893	chr01	10542322	10.542322
m01_000894	chr01	10550269	10.550269
m01_000895	chr01	10554750	10.55475
m01_000896	chr01	10557120	10.55712
m01_000897	chr01	10560241	10.560241
m01_000898	chr01	10571992	10.571992
m01_000899	chr01	10572266	10.572266
m01_000900	chr01	10580205	10.580205
m01_000901	chr01	10584002	10.584002
m01_000902	chr01	10598527	10.598527
m01_000903	chr01	10625122	10.625122
m01_000904	chr01	10641438	10.641438
m01_000905	chr01	10657480	10.65748
m01_000906	chr01	10668773	10.668773
m01_000907	chr01	10673694	10.673694
m01_000908	chr01	10685984	10.685984
m01_000909	chr01	10691184	10.691184
m01_000910	chr01	10702686	10.702686
m01_000911	chr01	10718865	10.718865
m01_000912	chr01	10759140	10.75914
m01_000913	chr01	10766056	10.766056
m01_000914	chr01	10774726	10.774726
m01_000915	chr01	10801690	10.80169
m01_000916	chr01	10820474	10.820474
m01_000917	chr01	10821557	10.821557
m01_000918	chr01	10835897	10.835897
m01_000919	chr01	10839155	10.839155
m01_000920	chr01	10847667	10.847667
m01_000921	chr01	10854748	10.854748
m01_000922	chr01	10854790	10.85479
m01_000923	chr01	10857455	10.857455
m01_000924	chr01	10858845	10.858845
m01_000925	chr01	10884624	10.884624
m01_000926	chr01	10909655	10.909655
m01_000927	chr01	10914497	10.914497
m01_000928	chr01	10923024	10.923024
m01_000929	chr01	10924991	10.924991
m01_000930	chr01	10982784	10.982784
m01_000931	chr01	10996654	10.996654
m01_000932	chr01	11000568	11.000568
m01_000933	chr01	11012315	11.012315
m01_000934	chr01	11018838	11.018838
m01_000935	chr01	11019938	11.019938
m01_000936	chr01	11037378	11.037378
m01_000937	chr01	11052929	11.052929
m01_000938	chr01	11057058	11.057058
m01_000939	chr01	11069893	11.069893
m01_000940	chr01	11085636	11.085636
m01_000941	chr01	11089149	11.089149
m01_000942	chr01	11101289	11.101289
m01_000943	chr01	11109730	11.10973
m01_000944	chr01	11115468	11.115468
m01_000945	chr01	11178094	11.178094
m01_000946	chr01	11200865	11.200865
m01_000947	chr01	11207520	11.20752
m01_000948	chr01	11246474	11.246474
m01_000949	chr01	11284321	11.284321
m01_000950	chr01	11297324	11.297324
m01_000951	chr01	11305043	11.305043
m01_000952	chr01	11318816	11.318816
m01_000953	chr01	11318819	11.318819
m01_000954	chr01	11325303	11.325303
m01_000955	chr01	11346315	11.346315
m01_000956	chr01	11350262	11.350262
m01_000957	chr01	11350806	11.350806
m01_000958	chr01	11352579	11.352579
m01_000959	chr01	11358891	11.358891
m01_000960	chr01	11374896	11.374896
m01_000961	chr01	11392726	11.392726
m01_000962	chr01	11394137	11.394137
m01_000963	chr01	11394873	11.394873
m01_000964	chr01	11421447	11.421447
m01_000965	chr01	11428595	11.428595
m01_000966	chr01	11433249	11.433249
m01_000967	chr01	11439986	11.439986
m01_000968	chr01	11451883	11.451883
m01_000969	chr01	11456773	11.456773
m01_000970	chr01	11462086	11.462086
m01_000971	chr01	11463301	11.463301
m01_000972	chr01	11463693	11.463693
m01_000973	chr01	11474350	11.47435
m01_000974	chr01	11496506	11.496506
m01_000975	chr01	11505265	11.505265
m01_000976	chr01	11529279	11.529279
m01_000977	chr01	11550264	11.550264
m01_000978	chr01	11557272	11.557272
m01_000979	chr01	11561555	11.561555
m01_000980	chr01	11573276	11.573276
m01_000981	chr01	11587476	11.587476
m01_000982	chr01	11599011	11.599011
m01_000983	chr01	11614219	11.614219
m01_000984	chr01	11614295	11.614295
m01_000985	chr01	11617391	11.617391
m01_000986	chr01	11630459	11.630459
m01_000987	chr01	11643617	11.643617
m01_000988	chr01	11672241	11.672241
m01_000989	chr01	11690948	11.690948
m01_000990	chr01	11720353	11.720353
m01_000991	chr01	11721018	11.721018
m01_000992	chr01	11721794	11.721794
m01_000993	chr01	11732168	11.732168
m01_000994	chr01	11762128	11.762128
m01_000995	chr01	11766329	11.766329
m01_000996	chr01	11773717	11.773717
m01_000997	chr01	11783225	11.783225
m01_000998	chr01	11787181	11.787181
m01_000999	chr01	11789258	11.789258
m01_001000	chr01	11792268	11.792268
m01_001001	chr01	11799818	11.799818
m01_001002	chr01	11808237	11.808237
m01_001003	chr01	11810241	11.810241
m01_001004	chr01	11813127	11.813127
m01_001005	chr01	11814987	11.814987
m01_001006	chr01	11834797	11.834797
m01_001007	chr01	11839241	11.839241
m01_001008	chr01	11845518	11.845518
m01_001009	chr01	11850190	11.85019
m01_001010	chr01	11854548	11.854548
m01_001011	chr01	11896832	11.896832
m01_001012	chr01	11909673	11.909673
m01_001013	chr01	11920064	11.920064
m01_001014	chr01	11933990	11.93399
m01_001015	chr01	11969375	11.969375
m01_001016	chr01	11982805	11.982805
m01_001017	chr01	12006171	12.006171
m01_001018	chr01	12012832	12.012832
m01_001019	chr01	12044033	12.044033
m01_001020	chr01	12066913	12.066913
m01_001021	chr01	12069623	12.069623
m01_001022	chr01	12081591	12.081591
m01_001023	chr01	12092113	12.092113
m01_001024	chr01	12094233	12.094233
m01_001025	chr01	12103503	12.103503
m01_001026	chr01	12106579	12.106579
m01_001027	chr01	12107462	12.107462
m01_001028	chr01	12107671	12.107671
m01_001029	chr01	12113172	12.113172
m01_001030	chr01	12113869	12.113869
m01_001031	chr01	12170724	12.170724
m01_001032	chr01	12172406	12.172406
m01_001033	chr01	12199548	12.199548
m01_001034	chr01	12201267	12.201267
m01_001035	chr01	12220850	12.22085
m01_001036	chr01	12229943	12.229943
m01_001037	chr01	12264450	12.26445
m01_001038	chr01	12284165	12.284165
m01_001039	chr01	12289482	12.289482
m01_001040	chr01	12291402	12.291402
m01_001041	chr01	12295294	12.295294
m01_001042	chr01	12335760	12.33576
m01_001043	chr01	12386093	12.386093
m01_001044	chr01	12395586	12.395586
m01_001045	chr01	12402935	12.402935
m01_001046	chr01	12420129	12.420129
m01_001047	chr01	12427811	12.427811
m01_001048	chr01	12436286	12.436286
m01_001049	chr01	12488674	12.488674
m01_001050	chr01	12497078	12.497078
m01_001051	chr01	12507027	12.507027
m01_001052	chr01	12511500	12.5115
m01_001053	chr01	12525466	12.525466
m01_001054	chr01	12573743	12.573743
m01_001055	chr01	12579982	12.579982
m01_001056	chr01	12596715	12.596715
m01_001057	chr01	12600637	12.600637
m01_001058	chr01	12604787	12.604787
m01_001059	chr01	12609740	12.60974
m01_001060	chr01	12624191	12.624191
m01_001061	chr01	12655108	12.655108
m01_001062	chr01	12658724	12.658724
m01_001063	chr01	12661685	12.661685
m01_001064	chr01	12679799	12.679799
m01_001065	chr01	12685186	12.685186
m01_001066	chr01	12702345	12.702345
m01_001067	chr01	12742529	12.742529
m01_001068	chr01	12743918	12.743918
m01_001069	chr01	12749713	12.749713
m01_001070	chr01	12776077	12.776077
m01_001071	chr01	12791744	12.791744
m01_001072	chr01	12816807	12.816807
m01_001073	chr01	12831602	12.831602
m01_001074	chr01	12836185	12.836185
m01_001075	chr01	12837083	12.837083
m01_001076	chr01	12848308	12.848308
m01_001077	chr01	12850376	12.850376
m01_001078	chr01	12851614	12.851614
m01_001079	chr01	12867901	12.867901
m01_001080	chr01	12873220	12.87322
m01_001081	chr01	12886146	12.886146
m01_001082	chr01	12913584	12.913584
m01_001083	chr01	12946930	12.94693
m01_001084	chr01	12951350	12.95135
m01_001085	chr01	12965062	12.965062
m01_001086	chr01	12972198	12.972198
m01_001087	chr01	12978400	12.9784
m01_001088	chr01	12991893	12.991893
m01_001089	chr01	12993401	12.993401
m01_001090	chr01	13017232	13.017232
m01_001091	chr01	13032411	13.032411
m01_001092	chr01	13036288	13.036288
m01_001093	chr01	13039058	13.039058
m01_001094	chr01	13051526	13.051526
m01_001095	chr01	13063397	13.063397
m01_001096	chr01	13080214	13.080214
m01_001097	chr01	13099014	13.099014
m01_001098	chr01	13102378	13.102378
m01_001099	chr01	13130349	13.130349
m01_001100	chr01	13131128	13.131128
m01_001101	chr01	13134740	13.13474
m01_001102	chr01	13145137	13.145137
m01_001103	chr01	13148665	13.148665
m01_001104	chr01	13160375	13.160375
m01_001105	chr01	13169877	13.169877
m01_001106	chr01	13175752	13.175752
m01_001107	chr01	13178519	13.178519
m01_001108	chr01	13213599	13.213599
m01_001109	chr01	13214734	13.214734
m01_001110	chr01	13283873	13.283873
m01_001111	chr01	13296095	13.296095
m01_001112	chr01	13308322	13.308322
m01_001113	chr01	13314881	13.314881
m01_001114	chr01	13340307	13.340307
m01_001115	chr01	13385953	13.385953
m01_001116	chr01	13398232	13.398232
m01_001117	chr01	13427028	13.427028
m01_001118	chr01	13445721	13.445721
m01_001119	chr01	13508535	13.508535
m01_001120	chr01	13522087	13.522087
m01_001121	chr01	13535603	13.535603
m01_001122	chr01	13537964	13.537964
m01_001123	chr01	13540937	13.540937
m01_001124	chr01	13563357	13.563357
m01_001125	chr01	13569638	13.569638
m01_001126	chr01	13579194	13.579194
m01_001127	chr01	13584341	13.584341
m01_001128	chr01	13597919	13.597919
m01_001129	chr01	13599083	13.599083
m01_001130	chr01	13599738	13.599738
m01_001131	chr01	13610012	13.610012
m01_001132	chr01	13612982	13.612982
m01_001133	chr01	13615942	13.615942
m01_001134	chr01	13626473	13.626473
m01_001135	chr01	13651909	13.651909
m01_001136	chr01	13667351	13.667351
m01_001137	chr01	13688473	13.688473
m01_001138	chr01	13700375	13.700375
m01_001139	chr01	13724989	13.724989
m01_001140	chr01	13746991	13.746991
m01_001141	chr01	13748354	13.748354
m01_001142	chr01	13768975	13.768975
m01_001143	chr01	13789324	13.789324
m01_001144	chr01	13789814	13.789814
m01_001145	chr01	13802573	13.802573
m01_001146	chr01	13821716	13.821716
m01_001147	chr01	13826723	13.826723
m01_001148	chr01	13831119	13.831119
m01_001149	chr01	13839034	13.839034
m01_001150	chr01	13868893	13.868893
m01_001151	chr01	13875916	13.875916
m01_001152	chr01	13893878	13.893878
m01_001153	chr01	13916327	13.916327
m01_001154	chr01	13942959	13.942959
m01_001155	chr01	13946042	13.946042
m01_001156	chr01	13967537	13.967537
m01_001157	chr01	13973983	13.973983
m01_001158	chr01	13975965	13.975965
m01_001159	chr01	14008104	14.008104
m01_001160	chr01	14021783	14.021783
m01_001161	chr01	14042755	14.042755
m01_001162	chr01	14065393	14.065393
m01_001163	chr01	14105076	14.105076
m01_001164	chr01	14179072	14.179072
m01_001165	chr01	14183192	14.183192
m01_001166	chr01	14185776	14.185776
m01_001167	chr01	14220041	14.220041
m01_001168	chr01	14224001	14.224001
m01_001169	chr01	14224303	14.224303
m01_001170	chr01	14226196	14.226196
m01_001171	chr01	14236459	14.236459
m01_001172	chr01	14239183	14.239183
m01_001173	chr01	14239995	14.239995
m01_001174	chr01	14269024	14.269024
m01_001175	chr01	14272657	14.272657
m01_001176	chr01	14277482	14.277482
m01_001177	chr01	14284502	14.284502
m01_001178	chr01	14287761	14.287761
m01_001179	chr01	14290027	14.290027
m01_001180	chr01	14302517	14.302517
m01_001181	chr01	14320651	14.320651
m01_001182	chr01	14338282	14.338282
m01_001183	chr01	14340054	14.340054
m01_001184	chr01	14361584	14.361584
m01_001185	chr01	14361761	14.361761
m01_001186	chr01	14366790	14.36679
m01_001187	chr01	14379864	14.379864
m01_001188	chr01	14385171	14.385171
m01_001189	chr01	14385614	14.385614
m01_001190	chr01	14399595	14.399595
m01_001191	chr01	14407216	14.407216
m01_001192	chr01	14407264	14.407264
m01_001193	chr01	14440278	14.440278
m01_001194	chr01	14450103	14.450103
m01_001195	chr01	14461552	14.461552
m01_001196	chr01	14470804	14.470804
m01_001197	chr01	14472951	14.472951
m01_001198	chr01	14496611	14.496611
m01_001199	chr01	14501165	14.501165
m01_001200	chr01	14519819	14.519819
m01_001201	chr01	14568714	14.568714
m01_001202	chr01	14582599	14.582599
m01_001203	chr01	14605895	14.605895
m01_001204	chr01	14632890	14.63289
m01_001205	chr01	14634192	14.634192
m01_001206	chr01	14644754	14.644754
m01_001207	chr01	14646824	14.646824
m01_001208	chr01	14732364	14.732364
m01_001209	chr01	14733329	14.733329
m01_001210	chr01	14735004	14.735004
m01_001211	chr01	14768299	14.768299
m01_001212	chr01	14769640	14.76964
m01_001213	chr01	14775977	14.775977
m01_001214	chr01	14776305	14.776305
m01_001215	chr01	14805688	14.805688
m01_001216	chr01	14860635	14.860635
m01_001217	chr01	14891219	14.891219
m01_001218	chr01	14892811	14.892811
m01_001219	chr01	14926616	14.926616
m01_001220	chr01	14941792	14.941792
m01_001221	chr01	14950823	14.950823
m01_001222	chr01	14956618	14.956618
m01_001223	chr01	14961627	14.961627
m01_001224	chr01	14965065	14.965065
m01_001225	chr01	14975359	14.975359
m01_001226	chr01	14993850	14.99385
m01_001227	chr01	14996984	14.996984
m01_001228	chr01	15001421	15.001421
m01_001229	chr01	15005747	15.005747
m01_001230	chr01	15020087	15.020087
m01_001231	chr01	15030997	15.030997
m01_001232	chr01	15033829	15.033829
m01_001233	chr01	15048166	15.048166
m01_001234	chr01	15052191	15.052191
m01_001235	chr01	15076982	15.076982
m01_001236	chr01	15097992	15.097992
m01_001237	chr01	15133549	15.133549
m01_001238	chr01	15151131	15.151131
m01_001239	chr01	15156776	15.156776
m01_001240	chr01	15197641	15.197641
m01_001241	chr01	15232634	15.232634
m01_001242	chr01	15259751	15.259751
m01_001243	chr01	15263013	15.263013
m01_001244	chr01	15288603	15.288603
m01_001245	chr01	15297491	15.297491
m01_001246	chr01	15308993	15.308993
m01_001247	chr01	15330567	15.330567
m01_001248	chr01	15330788	15.330788
m01_001249	chr01	15355857	15.355857
m01_001250	chr01	15385487	15.385487
m01_001251	chr01	15389765	15.389765
m01_001252	chr01	15391530	15.39153
m01_001253	chr01	15416658	15.416658
m01_001254	chr01	15453324	15.453324
m01_001255	chr01	15468405	15.468405
m01_001256	chr01	15479485	15.479485
m01_001257	chr01	15508173	15.508173
m01_001258	chr01	15539259	15.539259
m01_001259	chr01	15539739	15.539739
m01_001260	chr01	15548046	15.548046
m01_001261	chr01	15548744	15.548744
m01_001262	chr01	15551608	15.551608
m01_001263	chr01	15587647	15.587647
m01_001264	chr01	15588938	15.588938
m01_001265	chr01	15600371	15.600371
m01_001266	chr01	15615593	15.615593
m01_001267	chr01	15625276	15.625276
m01_001268	chr01	15639870	15.63987
m01_001269	chr01	15651198	15.651198
m01_001270	chr01	15697491	15.697491
m01_001271	chr01	15705950	15.70595
m01_001272	chr01	15726042	15.726042
m01_001273	chr01	15729223	15.729223
m01_001274	chr01	15750497	15.750497
m01_001275	chr01	15752114	15.752114
m01_001276	chr01	15752386	15.752386
m01_001277	chr01	15753706	15.753706
m01_001278	chr01	15787912	15.787912
m01_001279	chr01	15794974	15.794974
m01_001280	chr01	15810124	15.810124
m01_001281	chr01	15831415	15.831415
m01_001282	chr01	15842744	15.842744
m01_001283	chr01	15899748	15.899748
m01_001284	chr01	15904109	15.904109
m01_001285	chr01	15905847	15.905847
m01_001286	chr01	15909605	15.909605
m01_001287	chr01	15926469	15.926469
m01_001288	chr01	15927832	15.927832
m01_001289	chr01	15956632	15.956632
m01_001290	chr01	15957018	15.957018
m01_001291	chr01	15959208	15.959208
m01_001292	chr01	15968438	15.968438
m01_001293	chr01	15969311	15.969311
m01_001294	chr01	16009538	16.009538
m01_001295	chr01	16010056	16.010056
m01_001296	chr01	16013228	16.013228
m01_001297	chr01	16023502	16.023502
m01_001298	chr01	16038528	16.038528
m01_001299	chr01	16053893	16.053893
m01_001300	chr01	16054065	16.054065
m01_001301	chr01	16116880	16.11688
m01_001302	chr01	16128029	16.128029
m01_001303	chr01	16133003	16.133003
